Order_ID,Order_Date,Shipped_Date,Delivery_Date,Customer_Region,Warehouse,Product_Category,Quantity,Unit_Cost,Total_Cost,Transport_Mode,Carrier_Name,Order_Status,Delivery_Time,Delivery_On_Time,Delay_Days,Delivery_Accuracy,Delivery_Attempts,,,
ORD0745,07-05-2024,08-05-2024,10-05-2024,East,Warehouse B,Home & Kitchen,2,68.32,136.64,Road,BlueDart,Delivered,3,N,1,Y,1,,,
ORD0746,14-04-2024,16-04-2024,18-04-2024,East,Warehouse A,Apparel,2,43.66,87.32,Road,XpressBees,Delivered,4,N,2,Y,1,,,
ORD0747,31-07-2024,01-08-2024,04-08-2024,East,Warehouse A,Apparel,5,11.99,59.95,Air,EcomExpress,Returned,4,N,1,Y,1,,,
ORD0748,23-04-2024,26-04-2024,30-04-2024,South,Warehouse C,Electronics,1,176.04,176.04,Road,Shadowfax,Delivered,7,N,1,Y,1,,,
ORD0749,21-10-2024,23-10-2024,26-10-2024,East,Warehouse B,Electronics,2,132.35,264.7,Road,EcomExpress,Delivered,5,Y,0,Y,1,,,
ORD0750,09-04-2024,12-04-2024,15-04-2024,East,Warehouse B,Electronics,4,152.9,611.6,Road,Shadowfax,Returned,6,N,1,Y,1,,,
ORD0751,09-02-2024,10-02-2024,13-02-2024,South,Warehouse B,Home & Kitchen,3,121.72,365.16,Road,EcomExpress,Delivered,4,Y,0,Y,1,,,
ORD0752,01-11-2024,04-11-2024,04-11-2024,East,Warehouse A,Home & Kitchen,2,159.04,318.08,Rail,Shadowfax,Delivered,3,N,1,Y,3,,,
ORD0753,15-12-2024,17-12-2024,21-12-2024,South,Warehouse C,Grocery,4,88.87,355.48,Rail,EcomExpress,Delivered,6,N,1,Y,1,,,
ORD0754,24-08-2024,27-08-2024,29-08-2024,South,Warehouse A,Apparel,5,124.83,624.15,Road,BlueDart,Delivered,5,N,1,Y,1,,,
ORD0755,06-05-2024,08-05-2024,15-05-2024,West,Warehouse D,Apparel,5,12.34,61.7,Air,XpressBees,Delivered,9,N,2,Y,1,,,
ORD0756,16-08-2024,19-08-2024,24-08-2024,South,Warehouse D,Grocery,4,85.58,342.32,Air,Delhivery,Delivered,8,N,1,Y,1,,,
ORD0757,25-03-2024,28-03-2024,30-03-2024,South,Warehouse A,Apparel,4,100.14,400.56,Air,EcomExpress,Delivered,5,N,1,Y,1,,,
ORD0758,14-11-2024,17-11-2024,22-11-2024,North,Warehouse B,Electronics,3,176.83,530.49,Rail,Shadowfax,Delivered,8,N,1,N,1,,,
ORD0759,04-10-2024,07-10-2024,11-10-2024,West,Warehouse B,Grocery,2,45.2,90.4,Road,XpressBees,Delivered,7,Y,0,Y,1,,,
ORD0760,11-12-2024,14-12-2024,17-12-2024,West,Warehouse A,Home & Kitchen,1,24.67,24.67,Rail,XpressBees,Delivered,6,N,1,Y,1,,,
ORD0761,06-09-2024,07-09-2024,12-09-2024,East,Warehouse A,Apparel,1,41.55,41.55,Rail,Shadowfax,Delivered,6,N,1,Y,1,,,
ORD0762,05-05-2024,08-05-2024,07-05-2024,South,Warehouse B,Electronics,5,27.32,136.6,Rail,Delhivery,Delivered,2,Y,0,Y,1,,,
ORD0763,24-06-2024,25-06-2024,01-07-2024,West,Warehouse B,Grocery,3,155.53,466.59,Air,Shadowfax,Delivered,7,Y,0,Y,1,,,
ORD0764,08-04-2024,11-04-2024,12-04-2024,East,Warehouse B,Grocery,1,28.7,28.7,Air,Delhivery,Cancelled,4,Y,0,N,1,,,
ORD0765,08-02-2024,09-02-2024,15-02-2024,South,Warehouse C,Electronics,5,55.02,275.1,Road,EcomExpress,Delivered,7,Y,0,Y,1,,,
ORD0766,31-01-2024,02-02-2024,09-02-2024,North,Warehouse C,Home & Kitchen,5,100.27,501.35,Road,Shadowfax,Returned,9,N,2,Y,1,,,
ORD0767,15-11-2024,18-11-2024,18-11-2024,North,Warehouse B,Apparel,3,170.31,510.93,Rail,XpressBees,Delivered,3,Y,0,Y,3,,,
ORD0768,28-12-2024,30-12-2024,01-01-2025,South,Warehouse D,Apparel,1,129.84,129.84,Road,EcomExpress,Delivered,4,N,2,Y,1,,,
ORD0769,06-04-2024,07-04-2024,08-04-2024,South,Warehouse B,Apparel,4,148.87,595.48,Rail,BlueDart,Delivered,2,Y,0,Y,2,,,
ORD0770,14-06-2024,15-06-2024,19-06-2024,North,Warehouse C,Home & Kitchen,5,44.43,222.15,Rail,BlueDart,Cancelled,5,N,1,N,1,,,
ORD0771,25-12-2024,26-12-2024,01-01-2025,West,Warehouse A,Beauty,5,127.54,637.7,Air,XpressBees,Delivered,7,N,1,Y,1,,,
ORD0772,02-01-2024,04-01-2024,11-01-2024,West,Warehouse A,Grocery,5,35.27,176.35,Rail,Delhivery,Delivered,9,N,3,N,2,,,
ORD0773,17-12-2024,20-12-2024,21-12-2024,East,Warehouse D,Electronics,1,87.73,87.73,Road,BlueDart,Delivered,4,N,1,Y,1,,,
ORD0774,29-11-2024,30-11-2024,07-12-2024,East,Warehouse A,Home & Kitchen,5,122.82,614.1,Air,BlueDart,Delivered,8,N,2,Y,1,,,
ORD0775,03-12-2024,05-12-2024,09-12-2024,East,Warehouse D,Home & Kitchen,5,52.67,263.35,Air,EcomExpress,Delivered,6,N,1,Y,1,,,
ORD0776,24-10-2024,27-10-2024,31-10-2024,West,Warehouse B,Grocery,4,142.87,571.48,Road,BlueDart,Delivered,7,N,1,Y,1,,,
ORD0777,02-12-2024,05-12-2024,05-12-2024,North,Warehouse B,Apparel,5,102.75,513.75,Rail,XpressBees,Delivered,3,Y,0,Y,1,,,
ORD0778,01-02-2024,04-02-2024,09-02-2024,East,Warehouse A,Beauty,1,44.72,44.72,Air,Delhivery,Delivered,8,N,1,Y,2,,,
ORD0779,19-10-2024,22-10-2024,23-10-2024,West,Warehouse B,Home & Kitchen,5,70.55,352.75,Air,EcomExpress,Delivered,4,Y,0,Y,1,,,
ORD0780,05-08-2024,08-08-2024,10-08-2024,South,Warehouse B,Grocery,3,128.88,386.64,Rail,Delhivery,Delivered,5,Y,0,Y,1,,,
ORD0781,24-01-2024,27-01-2024,26-01-2024,North,Warehouse D,Electronics,4,62.35,249.4,Rail,Delhivery,Delivered,2,N,1,Y,1,,,
ORD0782,15-06-2024,18-06-2024,20-06-2024,East,Warehouse D,Home & Kitchen,5,163.93,819.65,Road,Shadowfax,Delivered,5,Y,0,Y,2,,,
ORD0783,06-06-2024,08-06-2024,12-06-2024,North,Warehouse B,Home & Kitchen,3,41.28,123.84,Rail,Shadowfax,Delivered,6,N,1,Y,1,,,
ORD0784,19-06-2024,21-06-2024,25-06-2024,North,Warehouse C,Grocery,5,121.72,608.6,Road,XpressBees,Delivered,6,Y,0,Y,1,,,
ORD0785,09-09-2024,10-09-2024,13-09-2024,West,Warehouse B,Home & Kitchen,2,156.81,313.62,Air,BlueDart,Delivered,4,Y,0,Y,1,,,
ORD0786,29-07-2024,31-07-2024,02-08-2024,West,Warehouse A,Beauty,4,133.38,533.52,Air,EcomExpress,Delivered,4,Y,0,Y,2,,,
ORD0787,12-05-2024,15-05-2024,17-05-2024,West,Warehouse C,Home & Kitchen,3,115.91,347.73,Rail,EcomExpress,Delivered,5,Y,0,Y,2,,,
ORD0788,14-08-2024,15-08-2024,18-08-2024,East,Warehouse D,Grocery,5,187.03,935.15,Air,Shadowfax,Cancelled,4,N,1,N,1,,,
ORD0789,10-07-2024,13-07-2024,12-07-2024,East,Warehouse C,Electronics,1,36.15,36.15,Rail,BlueDart,Delivered,2,N,1,N,1,,,
ORD0790,02-07-2024,05-07-2024,09-07-2024,North,Warehouse C,Beauty,5,138.23,691.15,Road,XpressBees,Delivered,7,Y,0,Y,1,,,
ORD0791,21-09-2024,22-09-2024,23-09-2024,East,Warehouse B,Grocery,4,49.84,199.36,Road,Delhivery,Cancelled,2,Y,0,N,2,,,
ORD0792,14-05-2024,17-05-2024,20-05-2024,East,Warehouse A,Grocery,3,178.39,535.17,Air,Shadowfax,Delivered,6,Y,0,Y,1,,,
ORD0793,28-09-2024,30-09-2024,30-09-2024,North,Warehouse A,Apparel,5,137.62,688.1,Rail,XpressBees,Delivered,2,Y,0,Y,1,,,
ORD0794,05-11-2024,08-11-2024,09-11-2024,South,Warehouse B,Electronics,2,37.97,75.94,Road,BlueDart,Delivered,4,N,1,Y,1,,,
ORD0795,18-02-2024,20-02-2024,24-02-2024,East,Warehouse D,Apparel,4,61.14,244.56,Rail,Delhivery,Delivered,6,Y,0,Y,2,,,
ORD0796,02-10-2024,03-10-2024,09-10-2024,North,Warehouse B,Apparel,1,71.51,71.51,Rail,Shadowfax,Delivered,7,Y,0,Y,1,,,
ORD0797,04-02-2024,06-02-2024,12-02-2024,South,Warehouse D,Apparel,3,159.71,479.13,Rail,EcomExpress,Returned,8,N,1,Y,2,,,
ORD0798,16-02-2024,17-02-2024,20-02-2024,East,Warehouse B,Home & Kitchen,4,102.27,409.08,Road,Delhivery,Delivered,4,Y,0,N,2,,,
ORD0799,07-04-2024,09-04-2024,15-04-2024,North,Warehouse C,Grocery,4,37.87,151.48,Road,XpressBees,Delivered,8,N,3,N,1,,,
ORD0800,05-07-2024,08-07-2024,09-07-2024,East,Warehouse D,Beauty,1,137.18,137.18,Road,XpressBees,Delivered,4,Y,0,Y,1,,,
ORD0801,09-07-2024,11-07-2024,11-07-2024,East,Warehouse D,Beauty,3,173.67,521.01,Air,EcomExpress,Delivered,2,Y,0,N,1,,,
ORD0802,17-07-2024,19-07-2024,24-07-2024,North,Warehouse B,Apparel,3,164.27,492.81,Air,XpressBees,Returned,7,N,2,Y,2,,,
ORD0803,16-03-2024,19-03-2024,23-03-2024,South,Warehouse C,Electronics,1,123.59,123.59,Air,XpressBees,Delivered,7,Y,0,Y,1,,,
ORD0804,08-03-2024,10-03-2024,15-03-2024,North,Warehouse D,Home & Kitchen,5,20.19,100.95,Rail,Delhivery,Delivered,7,N,1,Y,2,,,
ORD0805,22-07-2024,25-07-2024,24-07-2024,West,Warehouse B,Home & Kitchen,1,165.9,165.9,Rail,EcomExpress,Delivered,2,Y,0,Y,1,,,
ORD0806,14-05-2024,15-05-2024,18-05-2024,East,Warehouse D,Apparel,3,124.82,374.46,Rail,Shadowfax,Delivered,4,N,1,Y,2,,,
ORD0807,17-01-2024,18-01-2024,25-01-2024,East,Warehouse B,Home & Kitchen,3,169.38,508.14,Rail,Shadowfax,Delivered,8,N,2,Y,1,,,
ORD0808,30-11-2024,01-12-2024,05-12-2024,East,Warehouse D,Grocery,4,31.39,125.56,Road,EcomExpress,Delivered,5,N,1,Y,1,,,
ORD0809,24-03-2024,25-03-2024,25-03-2024,North,Warehouse B,Apparel,2,129.96,259.92,Air,XpressBees,Delivered,1,N,2,Y,2,,,
ORD0810,24-03-2024,27-03-2024,29-03-2024,East,Warehouse A,Beauty,5,36.46,182.3,Rail,EcomExpress,Delivered,5,Y,0,Y,3,,,
ORD0811,27-09-2024,29-09-2024,01-10-2024,West,Warehouse D,Home & Kitchen,4,110.24,440.96,Air,XpressBees,Delivered,4,Y,0,Y,1,,,
ORD0812,20-05-2024,23-05-2024,22-05-2024,North,Warehouse A,Apparel,5,89.01,445.05,Rail,XpressBees,Delivered,2,Y,0,Y,1,,,
ORD0813,29-07-2024,30-07-2024,03-08-2024,East,Warehouse A,Electronics,1,123.12,123.12,Air,BlueDart,Delivered,5,N,1,Y,1,,,
ORD0814,01-09-2024,03-09-2024,06-09-2024,North,Warehouse D,Beauty,2,133.26,266.52,Rail,BlueDart,Delivered,5,Y,0,Y,1,,,
ORD0815,13-11-2024,16-11-2024,22-11-2024,West,Warehouse D,Grocery,5,135.55,677.75,Air,EcomExpress,Delivered,9,N,3,Y,2,,,
ORD0816,08-12-2024,10-12-2024,12-12-2024,West,Warehouse A,Apparel,3,20.4,61.2,Air,Shadowfax,Delivered,4,Y,0,Y,1,,,
ORD0817,06-04-2024,08-04-2024,08-04-2024,North,Warehouse A,Beauty,4,107.47,429.88,Rail,Delhivery,Delivered,2,Y,0,Y,1,,,
ORD0818,05-10-2024,07-10-2024,09-10-2024,East,Warehouse B,Apparel,1,147.57,147.57,Air,Delhivery,Returned,4,N,2,Y,1,,,
ORD0819,07-06-2024,08-06-2024,14-06-2024,South,Warehouse C,Apparel,2,23.87,47.74,Road,XpressBees,Delivered,7,N,1,Y,1,,,
ORD0820,10-03-2024,12-03-2024,19-03-2024,North,Warehouse B,Beauty,4,198.92,795.68,Air,EcomExpress,Delivered,9,N,2,Y,1,,,
ORD0821,19-07-2024,22-07-2024,23-07-2024,East,Warehouse B,Grocery,5,25.42,127.1,Air,Delhivery,Delivered,4,Y,0,Y,1,,,
ORD0822,28-01-2024,30-01-2024,01-02-2024,East,Warehouse A,Apparel,1,173.67,173.67,Rail,EcomExpress,Returned,4,N,1,Y,1,,,
ORD0823,09-08-2024,11-08-2024,14-08-2024,South,Warehouse A,Electronics,3,163.53,490.59,Road,Delhivery,Delivered,5,N,1,Y,1,,,
ORD0824,13-06-2024,15-06-2024,18-06-2024,South,Warehouse B,Home & Kitchen,4,198.51,794.04,Road,EcomExpress,Returned,5,N,3,Y,1,,,
ORD0825,02-11-2024,05-11-2024,04-11-2024,East,Warehouse D,Beauty,3,71.92,215.76,Air,XpressBees,Cancelled,2,Y,0,N,1,,,
ORD0826,24-06-2024,27-06-2024,30-06-2024,North,Warehouse B,Apparel,3,10.11,30.33,Rail,XpressBees,Delivered,6,N,1,Y,1,,,
ORD0827,16-10-2024,18-10-2024,20-10-2024,South,Warehouse D,Beauty,3,91.35,274.05,Rail,Delhivery,Delivered,4,Y,0,Y,1,,,
ORD0828,04-10-2024,06-10-2024,11-10-2024,North,Warehouse C,Beauty,3,182.01,546.03,Air,Delhivery,Delivered,7,Y,0,Y,1,,,
ORD0829,19-07-2024,22-07-2024,24-07-2024,East,Warehouse A,Electronics,2,66.55,133.1,Rail,XpressBees,Delivered,5,N,2,Y,1,,,
ORD0830,03-02-2024,06-02-2024,11-02-2024,North,Warehouse D,Grocery,3,130.63,391.89,Air,Shadowfax,Delivered,8,N,3,Y,2,,,
ORD0831,22-01-2024,24-01-2024,24-01-2024,East,Warehouse A,Home & Kitchen,4,174.28,697.12,Road,XpressBees,Delivered,2,Y,0,Y,1,,,
ORD0832,20-03-2024,22-03-2024,24-03-2024,North,Warehouse D,Home & Kitchen,4,93.61,374.44,Road,BlueDart,Delivered,4,N,2,Y,1,,,
ORD0833,08-07-2024,10-07-2024,11-07-2024,South,Warehouse C,Home & Kitchen,3,12.73,38.19,Rail,XpressBees,Delivered,3,N,1,N,1,,,
ORD0834,12-08-2024,14-08-2024,20-08-2024,West,Warehouse A,Grocery,2,81.64,163.28,Rail,BlueDart,Delivered,8,N,1,Y,1,,,
ORD0835,30-04-2024,02-05-2024,07-05-2024,East,Warehouse B,Apparel,2,46.91,93.82,Air,XpressBees,Delivered,7,N,2,Y,1,,,
ORD0836,30-04-2024,01-05-2024,04-05-2024,North,Warehouse A,Apparel,1,39.6,39.6,Air,EcomExpress,Delivered,4,Y,0,Y,1,,,
ORD0837,26-07-2024,28-07-2024,29-07-2024,North,Warehouse B,Home & Kitchen,2,49.88,99.76,Air,BlueDart,Delivered,3,Y,0,N,1,,,
ORD0838,06-11-2024,07-11-2024,13-11-2024,West,Warehouse B,Electronics,3,190.08,570.24,Rail,Shadowfax,Delivered,7,N,2,Y,1,,,
ORD0839,11-05-2024,13-05-2024,14-05-2024,South,Warehouse A,Apparel,5,75.09,375.45,Rail,Shadowfax,Delivered,3,N,2,Y,1,,,
ORD0840,20-11-2024,23-11-2024,21-11-2024,South,Warehouse C,Home & Kitchen,3,166.93,500.79,Air,Shadowfax,Delivered,1,N,1,N,2,,,
ORD0841,03-02-2024,05-02-2024,09-02-2024,West,Warehouse D,Apparel,4,130.77,523.08,Rail,BlueDart,Delivered,6,N,1,Y,1,,,
ORD0842,16-09-2024,19-09-2024,22-09-2024,North,Warehouse D,Apparel,4,35.13,140.52,Rail,EcomExpress,Delivered,6,N,1,Y,1,,,
ORD0843,27-07-2024,28-07-2024,02-08-2024,East,Warehouse C,Home & Kitchen,1,109.96,109.96,Road,BlueDart,Delivered,6,N,1,Y,1,,,
ORD0844,28-02-2024,01-03-2024,06-03-2024,South,Warehouse A,Electronics,2,44.23,88.46,Road,Shadowfax,Delivered,7,N,1,Y,1,,,
ORD0845,10-10-2024,12-10-2024,15-10-2024,North,Warehouse A,Home & Kitchen,2,70.06,140.12,Road,BlueDart,Delivered,5,N,2,Y,1,,,
ORD0846,07-12-2024,08-12-2024,13-12-2024,East,Warehouse C,Grocery,5,113.64,568.2,Rail,XpressBees,Delivered,6,Y,0,Y,1,,,
ORD0847,29-12-2024,30-12-2024,04-01-2025,West,Warehouse D,Home & Kitchen,1,56.65,56.65,Air,Shadowfax,Delivered,6,N,1,Y,1,,,
ORD0848,23-12-2024,24-12-2024,27-12-2024,West,Warehouse C,Home & Kitchen,2,150.9,301.8,Air,XpressBees,Delivered,4,N,1,Y,1,,,
ORD0849,15-06-2024,18-06-2024,19-06-2024,East,Warehouse B,Grocery,2,148.49,296.98,Rail,EcomExpress,Delivered,4,N,1,Y,1,,,
ORD0850,02-04-2024,04-04-2024,08-04-2024,South,Warehouse B,Apparel,5,74.38,371.9,Air,XpressBees,Cancelled,6,N,1,N,1,,,
ORD0851,14-08-2024,17-08-2024,18-08-2024,West,Warehouse A,Home & Kitchen,1,69.67,69.67,Air,Delhivery,Delivered,4,N,1,Y,2,,,
ORD0852,09-10-2024,12-10-2024,12-10-2024,North,Warehouse B,Grocery,2,90.52,181.04,Road,Delhivery,Delivered,3,Y,0,N,1,,,
ORD0853,17-04-2024,18-04-2024,23-04-2024,South,Warehouse D,Beauty,2,184.27,368.54,Rail,XpressBees,Delivered,6,N,1,Y,1,,,
ORD0854,16-05-2024,17-05-2024,21-05-2024,West,Warehouse A,Apparel,3,92.4,277.2,Rail,Delhivery,Delivered,5,Y,0,Y,1,,,
ORD0855,04-06-2024,06-06-2024,08-06-2024,East,Warehouse D,Apparel,4,162.97,651.88,Rail,XpressBees,Delivered,4,N,1,Y,1,,,
ORD0856,23-12-2024,25-12-2024,30-12-2024,South,Warehouse A,Beauty,2,120.85,241.7,Road,Delhivery,Delivered,7,Y,0,Y,1,,,
ORD0857,08-03-2024,09-03-2024,15-03-2024,West,Warehouse B,Electronics,3,31.44,94.32,Road,BlueDart,Delivered,7,N,2,Y,1,,,
ORD0858,24-07-2024,27-07-2024,30-07-2024,West,Warehouse A,Electronics,3,193.78,581.34,Air,BlueDart,Delivered,6,Y,0,N,1,,,
ORD0859,14-01-2024,15-01-2024,17-01-2024,West,Warehouse D,Home & Kitchen,4,192.8,771.2,Rail,XpressBees,Delivered,3,N,1,Y,1,,,
ORD0860,10-02-2024,12-02-2024,19-02-2024,East,Warehouse D,Apparel,5,49.14,245.7,Rail,EcomExpress,Delivered,9,N,2,Y,3,,,
ORD0861,15-09-2024,16-09-2024,18-09-2024,South,Warehouse C,Beauty,1,169.43,169.43,Air,BlueDart,Delivered,3,Y,0,Y,1,,,
ORD0862,05-07-2024,07-07-2024,10-07-2024,South,Warehouse D,Apparel,4,143.16,572.64,Rail,Shadowfax,Returned,5,N,1,Y,1,,,
ORD0863,01-08-2024,04-08-2024,04-08-2024,East,Warehouse D,Electronics,5,180.51,902.55,Air,BlueDart,Delivered,3,N,1,Y,2,,,
ORD0864,03-09-2024,06-09-2024,10-09-2024,West,Warehouse C,Grocery,3,46.43,139.29,Air,Shadowfax,Delivered,7,N,1,Y,1,,,
ORD0865,01-06-2024,03-06-2024,02-06-2024,West,Warehouse A,Home & Kitchen,5,157.59,787.95,Road,Delhivery,Delivered,1,N,1,Y,1,,,
ORD0866,23-05-2024,24-05-2024,27-05-2024,South,Warehouse B,Electronics,5,111.72,558.6,Air,EcomExpress,Delivered,4,Y,0,Y,1,,,
ORD0867,11-10-2024,12-10-2024,15-10-2024,South,Warehouse B,Grocery,5,168.94,844.7,Air,Shadowfax,Delivered,4,Y,0,N,1,,,
ORD0868,05-10-2024,07-10-2024,12-10-2024,West,Warehouse B,Electronics,2,186.73,373.46,Air,EcomExpress,Delivered,7,Y,0,Y,1,,,
ORD0869,09-07-2024,12-07-2024,16-07-2024,South,Warehouse D,Grocery,1,160.46,160.46,Rail,EcomExpress,Delivered,7,N,2,Y,1,,,
ORD0870,14-07-2024,17-07-2024,20-07-2024,North,Warehouse A,Apparel,2,82.15,164.3,Air,BlueDart,Delivered,6,Y,0,N,1,,,
ORD0871,03-12-2024,05-12-2024,04-12-2024,West,Warehouse C,Apparel,1,147.02,147.02,Rail,EcomExpress,Delivered,1,N,1,Y,1,,,
ORD0872,11-04-2024,12-04-2024,14-04-2024,South,Warehouse A,Grocery,4,103.06,412.24,Air,XpressBees,Delivered,3,Y,0,Y,1,,,
ORD0873,10-01-2024,12-01-2024,17-01-2024,North,Warehouse C,Apparel,4,58.92,235.68,Rail,BlueDart,Delivered,7,Y,0,Y,1,,,
ORD0874,29-12-2024,31-12-2024,30-12-2024,South,Warehouse C,Apparel,2,62.58,125.16,Rail,EcomExpress,Delivered,1,N,1,Y,2,,,
ORD0875,02-07-2024,05-07-2024,05-07-2024,East,Warehouse A,Beauty,1,72.3,72.3,Rail,Delhivery,Delivered,3,N,1,Y,1,,,
ORD0876,16-06-2024,18-06-2024,20-06-2024,North,Warehouse D,Beauty,2,19.44,38.88,Air,BlueDart,Delivered,4,Y,0,Y,1,,,
ORD0877,06-05-2024,09-05-2024,11-05-2024,West,Warehouse B,Grocery,5,108.42,542.1,Road,EcomExpress,Delivered,5,N,2,Y,1,,,
ORD0878,01-04-2024,03-04-2024,05-04-2024,West,Warehouse C,Home & Kitchen,4,30.17,120.68,Air,Delhivery,Delivered,4,Y,0,Y,1,,,
ORD0879,29-10-2024,01-11-2024,01-11-2024,West,Warehouse B,Home & Kitchen,4,81.82,327.28,Air,Delhivery,Cancelled,3,N,1,N,1,,,
ORD0880,27-02-2024,29-02-2024,03-03-2024,South,Warehouse A,Grocery,5,146.62,733.1,Rail,Delhivery,Delivered,5,Y,0,N,1,,,
ORD0881,09-05-2024,11-05-2024,14-05-2024,East,Warehouse C,Electronics,5,17.59,87.95,Air,Delhivery,Delivered,5,Y,0,Y,1,,,
ORD0882,25-03-2024,27-03-2024,31-03-2024,West,Warehouse A,Apparel,5,178.11,890.55,Road,Delhivery,Delivered,6,Y,0,Y,3,,,
ORD0883,27-02-2024,01-03-2024,29-02-2024,East,Warehouse A,Electronics,2,174.36,348.72,Road,Delhivery,Delivered,2,N,1,Y,1,,,
ORD0884,28-05-2024,31-05-2024,31-05-2024,North,Warehouse C,Grocery,5,65.11,325.55,Rail,Shadowfax,Delivered,3,N,1,Y,1,,,
ORD0885,03-07-2024,05-07-2024,09-07-2024,North,Warehouse D,Grocery,2,20.68,41.36,Road,Delhivery,Delivered,6,Y,0,N,1,,,
ORD0886,01-04-2024,02-04-2024,04-04-2024,West,Warehouse A,Beauty,5,70.3,351.5,Rail,Shadowfax,Delivered,3,N,1,Y,1,,,
ORD0887,17-12-2024,20-12-2024,24-12-2024,South,Warehouse B,Electronics,2,13.05,26.1,Air,XpressBees,Cancelled,7,N,3,N,1,,,
ORD0888,09-11-2024,10-11-2024,13-11-2024,East,Warehouse A,Beauty,5,84.88,424.4,Rail,Delhivery,Returned,4,Y,0,Y,1,,,
ORD0889,15-08-2024,17-08-2024,19-08-2024,North,Warehouse D,Apparel,1,87.22,87.22,Road,Shadowfax,Returned,4,N,2,Y,2,,,
ORD0890,14-04-2024,15-04-2024,21-04-2024,East,Warehouse B,Electronics,5,70.08,350.4,Rail,EcomExpress,Delivered,7,N,1,Y,1,,,
ORD0891,16-07-2024,17-07-2024,19-07-2024,West,Warehouse A,Apparel,3,67.18,201.54,Air,BlueDart,Delivered,3,Y,0,Y,1,,,
ORD0892,13-11-2024,15-11-2024,15-11-2024,North,Warehouse B,Home & Kitchen,2,189.4,378.8,Rail,Delhivery,Cancelled,2,Y,0,N,1,,,
ORD0893,27-06-2024,29-06-2024,02-07-2024,West,Warehouse C,Grocery,5,34.77,173.85,Rail,BlueDart,Delivered,5,Y,0,Y,1,,,
ORD0894,12-08-2024,13-08-2024,20-08-2024,North,Warehouse A,Electronics,5,70.4,352,Rail,Shadowfax,Delivered,8,N,1,Y,1,,,
ORD0895,02-04-2024,03-04-2024,07-04-2024,South,Warehouse C,Electronics,1,112.29,112.29,Road,Delhivery,Returned,5,Y,0,Y,2,,,
ORD0896,25-02-2024,27-02-2024,29-02-2024,East,Warehouse D,Beauty,2,152.77,305.54,Road,EcomExpress,Returned,4,Y,0,Y,1,,,
ORD0897,07-10-2024,09-10-2024,11-10-2024,North,Warehouse B,Electronics,4,129.42,517.68,Road,Shadowfax,Delivered,4,N,1,Y,2,,,
ORD0898,30-01-2024,01-02-2024,03-02-2024,North,Warehouse C,Beauty,3,161.62,484.86,Air,XpressBees,Delivered,4,N,2,Y,1,,,
ORD0899,04-06-2024,07-06-2024,08-06-2024,South,Warehouse A,Beauty,4,191.37,765.48,Rail,BlueDart,Returned,4,Y,0,Y,1,,,
ORD0900,16-04-2024,17-04-2024,19-04-2024,South,Warehouse A,Home & Kitchen,2,162.35,324.7,Air,Delhivery,Delivered,3,Y,0,Y,1,,,
ORD0901,14-04-2024,15-04-2024,16-04-2024,North,Warehouse D,Beauty,1,71.98,71.98,Rail,Delhivery,Delivered,2,N,1,Y,1,,,
ORD0902,01-12-2024,03-12-2024,05-12-2024,South,Warehouse C,Beauty,4,53.38,213.52,Rail,Delhivery,Delivered,4,Y,0,Y,1,,,
ORD0903,07-02-2024,09-02-2024,14-02-2024,East,Warehouse C,Electronics,2,32.47,64.94,Air,Delhivery,Cancelled,7,Y,0,N,1,,,
ORD0904,25-11-2024,28-11-2024,02-12-2024,North,Warehouse A,Home & Kitchen,2,123.58,247.16,Road,BlueDart,Delivered,7,N,2,Y,1,,,
ORD0905,10-09-2024,13-09-2024,12-09-2024,East,Warehouse C,Grocery,2,187.46,374.92,Rail,Shadowfax,Delivered,2,Y,0,Y,1,,,
ORD0906,15-08-2024,17-08-2024,21-08-2024,South,Warehouse A,Home & Kitchen,3,107.75,323.25,Road,BlueDart,Returned,6,N,3,Y,1,,,
ORD0907,23-08-2024,25-08-2024,29-08-2024,South,Warehouse D,Apparel,5,174.23,871.15,Road,Shadowfax,Delivered,6,N,1,Y,1,,,
ORD0908,18-11-2024,19-11-2024,18-11-2024,South,Warehouse C,Electronics,1,25.81,25.81,Road,EcomExpress,Returned,0,N,2,Y,1,,,
ORD0909,28-05-2024,29-05-2024,03-06-2024,East,Warehouse C,Electronics,4,176.77,707.08,Rail,Shadowfax,Delivered,6,N,1,Y,1,,,
ORD0910,12-01-2024,13-01-2024,19-01-2024,East,Warehouse C,Apparel,4,69.16,276.64,Rail,Delhivery,Delivered,7,Y,0,Y,2,,,
ORD0911,11-07-2024,12-07-2024,20-07-2024,South,Warehouse B,Beauty,5,46.61,233.05,Rail,XpressBees,Delivered,9,N,2,Y,1,,,
ORD0912,15-03-2024,17-03-2024,22-03-2024,South,Warehouse A,Home & Kitchen,1,41.58,41.58,Road,Shadowfax,Delivered,7,N,1,N,1,,,
ORD0913,27-10-2024,30-10-2024,31-10-2024,East,Warehouse C,Grocery,2,72.55,145.1,Rail,EcomExpress,Delivered,4,N,2,Y,1,,,
ORD0914,10-07-2024,12-07-2024,17-07-2024,West,Warehouse B,Beauty,3,109.09,327.27,Rail,XpressBees,Delivered,7,Y,0,N,1,,,
ORD0915,24-03-2024,25-03-2024,30-03-2024,East,Warehouse A,Home & Kitchen,1,14.15,14.15,Road,EcomExpress,Delivered,6,N,3,Y,1,,,
